danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track.duration_ms,year,country,performer,song,performance,decade,ID,Region,BroadRegion,Period
0.609,0.916,9,-5.851,1,0.115,0.0617,1.64E-06,0.326,0.761,166.842,4,181266,2006,Armenia,Andr<e9>,Without Your Love,2006 Armenia,2000,0.609 0.916 9 -5.851 1 0.115 0.0617 1.64e-06 0.326 0.761 166.842,Ex-Soviet,Eastern_Europe,Late
0.696,0.895,0,-6.18,1,0.0636,0.00101,0.00102,0.206,0.881,127.022,4,150893,2006,Belarus,Polina Smolova,Mum,2006 Belarus,2000,0.696 0.895 0 -6.18 1 0.0636 0.00101 0.00102 0.206 0.881 127.022,Ex-Soviet,Eastern_Europe,Late
0.579,0.832,8,-4.625,0,0.0671,0.0255,0,0.62,0.532,135.059,4,181226,2006,Belgium,Kate Ryan,Je t'adore,2006 Belgium,2000,0.579 0.832 8 -4.625 0 0.0671 0.0255 0 0.62 0.532 135.059,Western Europe,Western_Europe_Australia,Late
0.366,0.469,6,-8.001,0,0.0407,0.872,0.000142,0.0623,0.303,181.724,4,183640,2006,Bosnia & Herzegovina,Hari Mata Hari,Lejla,2006 Bosnia & Herzegovina,2000,0.366 0.469 6 -8.001 0 0.0407 0.872 0.000142 0.0623 0.303 181.724,Balkans,Eastern_Europe,Late
0.519,0.766,9,-5.579,0,0.0424,0.26,0,0.235,0.568,100.012,4,174480,2006,Bulgaria,Mariana Popova,Let Me Cry,2006 Bulgaria,2000,0.519 0.766 9 -5.579 0 0.0424 0.26 0 0.235 0.568 100.012,Balkans,Eastern_Europe,Late
0.74,0.862,4,-4.951,0,0.0671,0.203,1.68E-06,0.235,0.776,106.045,4,176000,2006,Croatia,Severina,Moja <U+009A>tikla,2006 Croatia,2000,0.74 0.862 4 -4.951 0 0.0671 0.203 1.68e-06 0.235 0.776 106.045,Balkans,Eastern_Europe,Late
0.313,0.35,7,-7.969,1,0.0312,0.747,0,0.0938,0.326,134.257,4,178920,2006,Cyprus,Annet Artani,Why Angels Cry,2006 Cyprus,2000,0.313 0.35 7 -7.969 1 0.0312 0.747 0 0.0938 0.326 134.257,Hellenic/Anatolian,Southern,Late
0.471,0.812,9,-4.427,1,0.038,0.00137,4.10E-06,0.322,0.876,158.011,4,180226,2006,Denmark,Sidsel Ben Semmane,Twist Of Love,2006 Denmark,2000,0.471 0.812 9 -4.427 1 0.038 0.00137 4.1e-06 0.322 0.876 158.011,Nordic,Northern_Europe,Late
0.567,0.893,3,-4.913,1,0.0369,0.00624,0,0.641,0.778,141.893,4,181627,2006,Estonia,Sandra,Through My Window,2006 Estonia,2000,0.567 0.893 3 -4.913 1 0.0369 0.00624 0 0.641 0.778 141.893,Baltic,Northern_Europe,Late
0.596,0.961,7,-3.541,0,0.0385,0.000798,0.0153,0.366,0.744,122.999,4,181413,2006,Finland,Lordi,Hard Rock Hallelujah,2006 Finland,2000,0.596 0.961 7 -3.541 0 0.0385 0.000798 0.0153 0.366 0.744 122.999,Nordic,Northern_Europe,Late
0.615,0.546,0,-5.346,0,0.0298,0.4,0,0.0872,0.34,99.941,4,182413,2006,France,Virginie Pouchin,Il <e9>tait Temps,2006 France,2000,0.615 0.546 0 -5.346 0 0.0298 0.4 0 0.0872 0.34 99.941,Western Europe,Western_Europe_Australia,Late
0.656,0.854,2,-5.596,1,0.0276,0.284,1.19E-06,0.214,0.733,120.976,4,180680,2006,Germany,Texas Lightning,"No, No, Never",2006 Germany,2000,0.656 0.854 2 -5.596 1 0.0276 0.284 1.19e-06 0.214 0.733 120.976,Central Europe,Central_Europe,Late
0.344,0.513,6,-6.629,1,0.0365,0.259,0,0.278,0.407,176.674,4,180725,2006,Greece,Anna Vissi,Everything,2006 Greece,2000,0.344 0.513 6 -6.629 1 0.0365 0.259 0 0.278 0.407 176.674,Hellenic/Anatolian,Southern,Late
0.712,0.855,9,-4.448,1,0.064,0.163,0,0.467,0.742,90.03,4,181306,2006,Iceland,Silvia Night,Congratulations,2006 Iceland,2000,0.712 0.855 9 -4.448 1 0.064 0.163 0 0.467 0.742 90.03,Nordic,Northern_Europe,Late
0.483,0.447,7,-9.028,1,0.0277,0.512,5.15E-06,0.0938,0.321,74.125,4,168800,2006,Ireland,Brian Kennedy,Every Song Is A Cry For Love,2006 Ireland,2000,0.483 0.447 7 -9.028 1 0.0277 0.512 5.15e-06 0.0938 0.321 74.125,Western Europe,Western_Europe_Australia,Late
0.35,0.713,0,-5.299,1,0.0309,0.349,0,0.12,0.569,89.746,4,185640,2006,Israel,Eddie Butler,Ze Hazman,2006 Israel,2000,0.35 0.713 0 -5.299 1 0.0309 0.349 0 0.12 0.569 89.746,Hellenic/Anatolian,Southern,Late
0.698,0.357,6,-11.211,0,0.332,0.534,0,0.0912,0.248,80.099,4,180813,2006,Latvia,Cosmos,I Hear Your Heart,2006 Latvia,2000,0.698 0.357 6 -11.211 0 0.332 0.534 0 0.0912 0.248 80.099,Baltic,Northern_Europe,Late
0.739,0.708,1,-5.965,1,0.0805,0.0248,0,0.0636,0.655,130.005,4,149466,2006,Lithuania,LT United,We Are The Winners,2006 Lithuania,2000,0.739 0.708 1 -5.965 1 0.0805 0.0248 0 0.0636 0.655 130.005,Baltic,Northern_Europe,Late
0.531,0.972,10,-4.256,1,0.0726,0.069,0,0.229,0.54,135.976,4,173213,2006,Malta,Fabrizio Faniello,I Do,2006 Malta,2000,0.531 0.972 10 -4.256 1 0.0726 0.069 0 0.229 0.54 135.976,Southern Europe,Southern,Late
0.835,0.734,7,-4.496,1,0.149,0.104,0,0.096,0.535,93.014,4,178986,2006,Moldova,Arsenium & Natalia Gordienko,Loca,2006 Moldova,2000,0.835 0.734 7 -4.496 1 0.149 0.104 0 0.096 0.535 93.014,Ex-Soviet,Eastern_Europe,Late
0.735,0.886,9,-5.956,1,0.0618,0.0494,8.38E-06,0.0543,0.898,119.96,4,179960,2006,Monaco,S<e9>verine Ferrer,La Coco-dance,2006 Monaco,2000,0.735 0.886 9 -5.956 1 0.0618 0.0494 8.38e-06 0.0543 0.898 119.96,Western Europe,Western_Europe_Australia,Late
0.69,0.928,4,-5.424,0,0.141,0.175,1.96E-06,0.382,0.775,102.95,4,179760,2006,Netherlands,Treble,Amambanda,2006 Netherlands,2000,0.69 0.928 4 -5.424 0 0.141 0.175 1.96e-06 0.382 0.775 102.95,Western Europe,Western_Europe_Australia,Late
0.752,0.83,9,-4.083,1,0.1,0.133,0,0.0813,0.833,100.016,4,180493,2006,North Macedonia,Elena Risteska,Ninanajna,2006 North Macedonia,2000,0.752 0.83 9 -4.083 1 0.1 0.133 0 0.0813 0.833 100.016,Balkans,Eastern_Europe,Late
0.348,0.671,7,-5.551,0,0.0314,0.328,0.000109,0.178,0.438,172.157,4,175426,2006,Norway,Christine Guldbrandsen,Alvedansen,2006 Norway,2000,0.348 0.671 7 -5.551 0 0.0314 0.328 0.000109 0.178 0.438 172.157,Nordic,Northern_Europe,Late
0.659,0.854,10,-5.742,1,0.0636,0.0223,0.00175,0.135,0.668,106.017,4,178853,2006,Poland,Ich Troje,Follow My Heart,2006 Poland,2000,0.659 0.854 10 -5.742 1 0.0636 0.0223 0.00175 0.135 0.668 106.017,Central Europe,Central_Europe,Late
0.662,0.849,11,-6.578,1,0.153,0.206,0,0.346,0.831,147.999,4,178600,2006,Portugal,Nonstop,Coisas De Nada,2006 Portugal,2000,0.662 0.849 11 -6.578 1 0.153 0.206 0 0.346 0.831 147.999,Southern Europe,Southern,Late
0.669,0.915,9,-5.865,1,0.0313,0.182,0,0.146,0.573,130.028,4,180933,2006,Romania,Mihai Traistariu,Tornero,2006 Romania,2000,0.669 0.915 9 -5.865 1 0.0313 0.182 0 0.146 0.573 130.028,Ex-Soviet,Eastern_Europe,Late
0.459,0.915,7,-4.526,0,0.101,0.214,0,0.233,0.559,170.036,4,187973,2006,Russia,Dima Bilan,Never Let You Go,2006 Russia,2000,0.459 0.915 7 -4.526 0 0.101 0.214 0 0.233 0.559 170.036,Ex-Soviet,Eastern_Europe,Late
0.511,0.966,7,-4.079,0,0.0897,0.00281,1.62E-06,0.0789,0.381,137.962,4,182459,2006,Slovenia,An<U+009E>ej De<U+009E>an,Mr. Nobody,2006 Slovenia,2000,0.511 0.966 7 -4.079 0 0.0897 0.00281 1.62e-06 0.0789 0.381 137.962,Balkans,Eastern_Europe,Late
0.739,0.795,8,-6.431,1,0.0373,0.131,0,0.143,0.859,136.061,4,181706,2006,Spain,Las Ketchup,Bloody Mary,2006 Spain,2000,0.739 0.795 8 -6.431 1 0.0373 0.131 0 0.143 0.859 136.061,Southern Europe,Southern,Late
0.533,0.95,6,-2.81,1,0.0445,0.000997,7.31E-06,0.0373,0.537,131.032,4,180613,2006,Sweden,Carola,Invincible,2006 Sweden,2000,0.533 0.95 6 -2.81 1 0.0445 0.000997 7.31e-06 0.0373 0.537 131.032,Nordic,Northern_Europe,Late
0.325,0.811,6,-3.99,0,0.0615,0.48,0,0.155,0.332,78.837,4,190800,2006,Switzerland,Six4One,If We All Give A Little,2006 Switzerland,2000,0.325 0.811 6 -3.99 0 0.0615 0.48 0 0.155 0.332 78.837,Central Europe,Central_Europe,Late
0.769,0.756,6,-7.124,0,0.0373,0.0725,0,0.173,0.833,130.04,4,181306,2006,Turkey,Sibel T<fc>z<fc>n,Superstar,2006 Turkey,2000,0.769 0.756 6 -7.124 0 0.0373 0.0725 0 0.173 0.833 130.04,Hellenic/Anatolian,Southern,Late
0.804,0.841,4,-3.801,0,0.177,0.0686,0,0.0675,0.82,129.993,4,175040,2006,Ukraine,Tina Karol,Show Me Your Love,2006 Ukraine,2000,0.804 0.841 4 -3.801 0 0.177 0.0686 0 0.0675 0.82 129.993,Ex-Soviet,Eastern_Europe,Late
0.644,0.917,7,-5.593,1,0.0901,0.284,0,0.285,0.49,90.02,4,183440,2006,United Kingdom,Daz Sampson,Teenage Life,2006 United Kingdom,2000,0.644 0.917 7 -5.593 1 0.0901 0.284 0 0.285 0.49 90.02,Western Europe,Western_Europe_Australia,Late
0.517,0.72,9,-6.209,0,0.0444,0.194,0.002,0.0702,0.487,141.999,4,182200,2007,Albania,Aida & Frederik Ndoci,Hear My Plea,2007 Albania,2000,0.517 0.72 9 -6.209 0 0.0444 0.194 0.002 0.0702 0.487 141.999,Balkans,Eastern_Europe,Late
0.354,0.928,4,-4.268,1,0.0749,0.0346,0,0.123,0.613,199.913,4,178973,2007,Andorra,Anonymous,Salvem El M<f3>n,2007 Andorra,2000,0.354 0.928 4 -4.268 1 0.0749 0.0346 0 0.123 0.613 199.913,Southern Europe,Southern,Late
0.425,0.571,7,-8.051,0,0.0318,0.8,0.000631,0.12,0.352,168.104,4,180360,2007,Armenia,Hayko,Anytime You Need,2007 Armenia,2000,0.425 0.571 7 -8.051 0 0.0318 0.8 0.000631 0.12 0.352 168.104,Ex-Soviet,Eastern_Europe,Late
0.668,0.629,10,-4.654,1,0.0351,0.021,0,0.188,0.759,127.951,4,182333,2007,Austria,Eric Papilaya,Get A Life - Get Alive,2007 Austria,2000,0.668 0.629 10 -4.654 1 0.0351 0.021 0 0.188 0.759 127.951,Central Europe,Central_Europe,Late
0.514,0.909,7,-5.811,0,0.0445,0.00324,0,0.335,0.546,99.958,4,185800,2007,Belarus,Dmitry Koldun,Work Your Magic,2007 Belarus,2000,0.514 0.909 7 -5.811 0 0.0445 0.00324 0 0.335 0.546 99.958,Ex-Soviet,Eastern_Europe,Late
0.627,0.895,0,-2.794,1,0.0421,0.0474,0,0.0855,0.546,129.898,4,174426,2007,Belgium,The KMG's,Love Power,2007 Belgium,2000,0.627 0.895 0 -2.794 1 0.0421 0.0474 0 0.0855 0.546 129.898,Western Europe,Western_Europe_Australia,Late
0.411,0.551,2,-7.529,1,0.0505,0.692,0,0.134,0.38,157.681,4,185786,2007,Bosnia & Herzegovina,Marija Sestic,Rijeka Bez Imena,2007 Bosnia & Herzegovina,2000,0.411 0.551 2 -7.529 1 0.0505 0.692 0 0.134 0.38 157.681,Balkans,Eastern_Europe,Late
0.645,0.928,9,-5.272,0,0.0864,0.00555,0.000104,0.0944,0.744,130.026,4,178773,2007,Bulgaria,Elitsa Todorova & Stoyan Yankulov,Water,2007 Bulgaria,2000,0.645 0.928 9 -5.272 0 0.0864 0.00555 0.000104 0.0944 0.744 130.026,Balkans,Eastern_Europe,Late
0.561,0.832,7,-5.828,1,0.0428,0.0609,0,0.103,0.662,99.995,4,182786,2007,Croatia,Dragonfly feat. Dado Topic,Vjerujem U Ljubav,2007 Croatia,2000,0.561 0.832 7 -5.828 1 0.0428 0.0609 0 0.103 0.662 99.995,Balkans,Eastern_Europe,Late
0.748,0.815,2,-4.229,1,0.0302,0.0657,0,0.0929,0.542,129.932,4,185826,2007,Cyprus,Evridiki,"Comme Ci, Comme <e7>a",2007 Cyprus,2000,0.748 0.815 2 -4.229 1 0.0302 0.0657 0 0.0929 0.542 129.932,Hellenic/Anatolian,Southern,Late
0.6,0.955,4,-3.47,0,0.0411,0.159,0,0.254,0.652,135.966,4,190653,2007,Czech Republic,Kab<e1>t,Mal<e1> D<e1>ma,2007 Czech Republic,2000,0.6 0.955 4 -3.47 0 0.0411 0.159 0 0.254 0.652 135.966,Central Europe,Central_Europe,Late
0.569,0.913,4,-4.358,1,0.0425,0.00385,0,0.268,0.391,137.974,4,181453,2007,Denmark,DQ,Drama Queen,2007 Denmark,2000,0.569 0.913 4 -4.358 1 0.0425 0.00385 0 0.268 0.391 137.974,Nordic,Northern_Europe,Late
0.681,0.7,4,-5.942,0,0.034,0.00328,8.27E-05,0.131,0.798,114.951,4,178706,2007,Estonia,Gerli Padar,Partners In Crime,2007 Estonia,2000,0.681 0.7 4 -5.942 0 0.034 0.00328 8.27e-05 0.131 0.798 114.951,Baltic,Northern_Europe,Late
0.21,0.83,9,-6.412,1,0.0646,0.000612,2.91E-05,0.411,0.414,70.791,4,181360,2007,Finland,Hanna Pakarinen,Leave Me Alone,2007 Finland,2000,0.21 0.83 9 -6.412 1 0.0646 0.000612 2.91e-05 0.411 0.414 70.791,Nordic,Northern_Europe,Late
0.523,0.894,0,-6.506,1,0.11,0.0848,0,0.264,0.791,167.03,4,163106,2007,France,Les Fatals Picards,L'amour <e0> La Fran<e7>aise,2007 France,2000,0.523 0.894 0 -6.506 1 0.11 0.0848 0 0.264 0.791 167.03,Western Europe,Western_Europe_Australia,Late
0.548,0.712,7,-5.51,1,0.0474,0.00746,0.00132,0.131,0.394,122.043,4,170573,2007,Georgia,Sopho,Visionary Dream,2007 Georgia,2000,0.548 0.712 7 -5.51 1 0.0474 0.00746 0.00132 0.131 0.394 122.043,Ex-Soviet,Eastern_Europe,Late
0.585,0.623,9,-4.329,1,0.0456,0.122,0,0.094,0.527,133.728,4,179280,2007,Germany,Roger Cicero,Frauen Regieren Die Welt,2007 Germany,2000,0.585 0.623 9 -4.329 1 0.0456 0.122 0 0.094 0.527 133.728,Central Europe,Central_Europe,Late
0.534,0.843,11,-5.505,0,0.0484,0.00155,2.31E-06,0.0495,0.944,172.088,4,180613,2007,Greece,Sarbel,Yassou Maria,2007 Greece,2000,0.534 0.843 11 -5.505 0 0.0484 0.00155 2.31e-06 0.0495 0.944 172.088,Hellenic/Anatolian,Southern,Late
0.441,0.438,1,-3.301,1,0.0384,0.535,0,0.13,0.198,65.782,4,182360,2007,Hungary,Magdi R<fa>zsa,Unsubstantial Blues,2007 Hungary,2000,0.441 0.438 1 -3.301 1 0.0384 0.535 0 0.13 0.198 65.782,Central Europe,Central_Europe,Late
0.237,0.851,7,-4.049,0,0.0476,0.0591,1.63E-06,0.181,0.337,171.776,4,182533,2007,Iceland,Eir<ed>kur Hauksson,Valentine Lost,2007 Iceland,2000,0.237 0.851 7 -4.049 0 0.0476 0.0591 1.63e-06 0.181 0.337 171.776,Nordic,Northern_Europe,Late
0.308,0.672,0,-5.676,1,0.0353,0.287,1.12E-05,0.112,0.394,85.297,4,172560,2007,Ireland,Dervish,They Can't Stop The Spring,2007 Ireland,2000,0.308 0.672 0 -5.676 1 0.0353 0.287 1.12e-05 0.112 0.394 85.297,Western Europe,Western_Europe_Australia,Late
0.423,0.669,4,-7.886,0,0.146,0.494,0,0.0795,0.772,145.692,4,181280,2007,Israel,Teapacks,Push The Button,2007 Israel,2000,0.423 0.669 4 -7.886 0 0.146 0.494 0 0.0795 0.772 145.692,Hellenic/Anatolian,Southern,Late
0.483,0.614,10,-4.955,1,0.034,0.686,0,0.143,0.299,117.843,3,177653,2007,Latvia,Bonaparti.lv,Questa Notte,2007 Latvia,2000,0.483 0.614 10 -4.955 1 0.034 0.686 0 0.143 0.299 117.843,Baltic,Northern_Europe,Late
0.604,0.673,0,-6.716,0,0.0342,0.7,0.000132,0.0894,0.765,166.993,4,180920,2007,Lithuania,4Fun,Love Or Leave,2007 Lithuania,2000,0.604 0.673 0 -6.716 0 0.0342 0.7 0.000132 0.0894 0.765 166.993,Baltic,Northern_Europe,Late
0.242,0.898,4,-4.647,0,0.0708,0.0582,0,0.223,0.3,205.722,3,183373,2007,Malta,Olivia Lewis,Vertigo,2007 Malta,2000,0.242 0.898 4 -4.647 0 0.0708 0.0582 0 0.223 0.3 205.722,Southern Europe,Southern,Late
0.598,0.907,2,-3.173,0,0.0483,0.273,3.31E-05,0.136,0.241,170,4,179995,2007,Moldova,Natalia Barbu,Fight,2007 Moldova,2000,0.598 0.907 2 -3.173 0 0.0483 0.273 3.31e-05 0.136 0.241 170,Ex-Soviet,Eastern_Europe,Late
0.667,0.855,10,-4.274,1,0.0603,0.101,0,0.0393,0.739,129.901,4,179240,2007,Montenegro,Stevan Faddy,Ajde Kroci,2007 Montenegro,2000,0.667 0.855 10 -4.274 1 0.0603 0.101 0 0.0393 0.739 129.901,Balkans,Eastern_Europe,Late
0.604,0.713,11,-5.244,0,0.0367,0.106,0,0.104,0.544,126.038,4,181573,2007,Netherlands,Edsilia Rombley,On Top Of The World,2007 Netherlands,2000,0.604 0.713 11 -5.244 0 0.0367 0.106 0 0.104 0.544 126.038,Western Europe,Western_Europe_Australia,Late
0.662,0.707,2,-6.789,0,0.0893,0.296,0,0.062,0.646,130.07,1,179786,2007,North Macedonia,Karolina,Mojot Svet,2007 North Macedonia,2000,0.662 0.707 2 -6.789 0 0.0893 0.296 0 0.062 0.646 130.07,Balkans,Eastern_Europe,Late
0.48,0.909,4,-4.576,0,0.192,0.12,0,0.536,0.841,163.891,4,181346,2007,Norway,Guri Schanke,Ven A Bailar Conmigo,2007 Norway,2000,0.48 0.909 4 -4.576 0 0.192 0.12 0 0.536 0.841 163.891,Nordic,Northern_Europe,Late
0.683,0.842,0,-3.482,1,0.27,0.0143,0,0.238,0.733,129.837,4,180706,2007,Poland,The Jet Set,Time To Party,2007 Poland,2000,0.683 0.842 0 -3.482 1 0.27 0.0143 0 0.238 0.733 129.837,Central Europe,Central_Europe,Late
0.721,0.888,9,-3.959,0,0.0424,0.433,0,0.042,0.929,98.016,4,169973,2007,Portugal,Sabrina,Dan<e7>a Comigo (vem Ser Feliz),2007 Portugal,2000,0.721 0.888 9 -3.959 0 0.0424 0.433 0 0.042 0.929 98.016,Southern Europe,Southern,Late
0.549,0.63,1,-5.133,0,0.0617,0.462,0,0.0808,0.961,114.067,4,182533,2007,Romania,Todomondo,"Liubi, Liubi, I Love You",2007 Romania,2000,0.549 0.63 1 -5.133 0 0.0617 0.462 0 0.0808 0.961 114.067,Ex-Soviet,Eastern_Europe,Late
0.798,0.745,10,-8.528,1,0.0472,0.0796,7.38E-05,0.126,0.948,125.031,4,182880,2007,Russia,Serebro,Song # 1,2007 Russia,2000,0.798 0.745 10 -8.528 1 0.0472 0.0796 7.38e-05 0.126 0.948 125.031,Ex-Soviet,Eastern_Europe,Late
0.274,0.529,2,-6.772,0,0.0449,0.71,0,0.22,0.348,80.51,4,182533,2007,Serbia,Marija <U+008A>erifovic,Molitva,2007 Serbia,2000,0.274 0.529 2 -6.772 0 0.0449 0.71 0 0.22 0.348 80.51,Balkans,Eastern_Europe,Late
0.365,0.86,0,-3.348,0,0.0956,0.604,2.80E-06,0.353,0.311,124.715,4,183080,2007,Slovenia,Alenka Gotar,Cvet Z Juga,2007 Slovenia,2000,0.365 0.86 0 -3.348 0 0.0956 0.604 2.8e-06 0.353 0.311 124.715,Balkans,Eastern_Europe,Late
0.58,0.944,11,-5.133,0,0.0723,0.0363,0,0.304,0.688,125.032,4,182346,2007,Spain,NASH,I Love You Mi Vida,2007 Spain,2000,0.58 0.944 11 -5.133 0 0.0723 0.0363 0 0.304 0.688 125.032,Southern Europe,Southern,Late
0.657,0.846,1,-4.332,0,0.0285,0.0281,0,0.117,0.803,133.995,4,175173,2007,Sweden,The Ark,The Worrying Kind,2007 Sweden,2000,0.657 0.846 1 -4.332 0 0.0285 0.0281 0 0.117 0.803 133.995,Nordic,Northern_Europe,Late
0.636,0.72,5,-6.388,0,0.0318,0.187,0,0.27,0.402,134.063,4,179213,2007,Switzerland,DJ BoBo,Vampires Are Alive,2007 Switzerland,2000,0.636 0.72 5 -6.388 0 0.0318 0.187 0 0.27 0.402 134.063,Central Europe,Central_Europe,Late
0.725,0.959,0,-5.267,1,0.0566,0.00523,0.0082,0.283,0.965,144.031,4,179893,2007,Ukraine,Verka Serduchka,Dancing Lasha Tumbai,2007 Ukraine,2000,0.725 0.959 0 -5.267 1 0.0566 0.00523 0.0082 0.283 0.965 144.031,Ex-Soviet,Eastern_Europe,Late
0.575,0.922,8,-4.044,1,0.197,0.0188,0,0.0664,0.367,137.986,4,184546,2007,United Kingdom,Scooch,Flying The Flag (for You),2007 United Kingdom,2000,0.575 0.922 8 -4.044 1 0.197 0.0188 0 0.0664 0.367 137.986,Western Europe,Western_Europe_Australia,Late
0.396,0.635,1,-4.029,1,0.0286,0.446,0,0.194,0.37,63.145,3,179493,2008,Albania,Olta Boka,Zemr<eb>n E Lam<eb> Peng,2008 Albania,2000,0.396 0.635 1 -4.029 1 0.0286 0.446 0 0.194 0.37 63.145,Balkans,Eastern_Europe,Late
0.628,0.841,4,-2.865,1,0.0408,0.666,1.45E-05,0.625,0.631,114.595,4,136480,2008,Andorra,Gisela,Casanova,2008 Andorra,2000,0.628 0.841 4 -2.865 1 0.0408 0.666 1.45e-05 0.625 0.631 114.595,Southern Europe,Southern,Late
0.69,0.782,9,-8.421,0,0.178,0.00617,0.00838,0.152,0.33,124.031,4,181293,2008,Armenia,Sirusho,"Qele, Qele",2008 Armenia,2000,0.69 0.782 9 -8.421 0 0.178 0.00617 0.00838 0.152 0.33 124.031,Ex-Soviet,Eastern_Europe,Late
0.579,0.83,6,-8.374,1,0.0478,0.0113,8.96E-05,0.107,0.533,108.039,4,188160,2008,Azerbaijan,Elnur & Samir,Day After Day,2008 Azerbaijan,2000,0.579 0.83 6 -8.374 1 0.0478 0.0113 8.96e-05 0.107 0.533 108.039,Ex-Soviet,Eastern_Europe,Late
0.577,0.708,5,-8.329,0,0.027,0.000915,0,0.0842,0.572,127.998,4,181213,2008,Belarus,Ruslan Alehno,Hasta La Vista,2008 Belarus,2000,0.577 0.708 5 -8.329 0 0.027 0.000915 0 0.0842 0.572 127.998,Ex-Soviet,Eastern_Europe,Late
0.646,0.28,11,-8.884,0,0.0379,0.922,0,0.113,0.735,135.972,4,154413,2008,Belgium,Ishtar,O Julissi,2008 Belgium,2000,0.646 0.28 11 -8.884 0 0.0379 0.922 0 0.113 0.735 135.972,Western Europe,Western_Europe_Australia,Late
0.605,0.829,4,-4.748,1,0.0516,0.225,0,0.132,0.213,144.09,4,183506,2008,Bosnia & Herzegovina,Laka,Poku<U+009A>aj,2008 Bosnia & Herzegovina,2000,0.605 0.829 4 -4.748 1 0.0516 0.225 0 0.132 0.213 144.09,Balkans,Eastern_Europe,Late
0.651,0.926,5,-5.133,0,0.0585,0.000314,0.0449,0.293,0.841,129.984,4,183813,2008,Bulgaria,Deep Zone & Balthazar,"DJ, Take Me Away",2008 Bulgaria,2000,0.651 0.926 5 -5.133 0 0.0585 0.000314 0.0449 0.293 0.841 129.984,Balkans,Eastern_Europe,Late
0.714,0.656,0,-6.561,1,0.124,0.227,0,0.084,0.816,124.08,4,180586,2008,Croatia,Kraljevi Ulice & 75 Cents,Romanca,2008 Croatia,2000,0.714 0.656 0 -6.561 1 0.124 0.227 0 0.084 0.816 124.08,Balkans,Eastern_Europe,Late
0.577,0.707,8,-5.576,1,0.142,0.59,0,0.0887,0.652,154.949,4,179866,2008,Cyprus,Evdokia Kadi,Femme Fatale,2008 Cyprus,2000,0.577 0.707 8 -5.576 1 0.142 0.59 0 0.0887 0.652 154.949,Hellenic/Anatolian,Southern,Late
0.625,0.973,9,-2.684,1,0.0953,0.554,0,0.3,0.753,119.973,4,178320,2008,Czech Republic,Tereza Kerndlov<e1>,Have Some Fun,2008 Czech Republic,2000,0.625 0.973 9 -2.684 1 0.0953 0.554 0 0.3 0.753 119.973,Central Europe,Central_Europe,Late
0.69,0.737,9,-4.619,1,0.035,0.00592,0,0.323,0.839,122.997,4,175920,2008,Denmark,Simon Mathew,All Night Long,2008 Denmark,2000,0.69 0.737 9 -4.619 1 0.035 0.00592 0 0.323 0.839 122.997,Nordic,Northern_Europe,Late
0.796,0.861,6,-3.952,1,0.0507,0.0364,0.0162,0.0877,0.894,132.095,4,174373,2008,Estonia,Kreisiraadio,Leto Svet,2008 Estonia,2000,0.796 0.861 6 -3.952 1 0.0507 0.0364 0.0162 0.0877 0.894 132.095,Baltic,Northern_Europe,Late
0.604,0.964,11,-2.373,0,0.0512,0.00169,0.000761,0.122,0.569,140,4,182026,2008,Finland,Ter<e4>sbetoni,Miss<e4> Miehet Ratsastaa,2008 Finland,2000,0.604 0.964 11 -2.373 0 0.0512 0.00169 0.000761 0.122 0.569 140,Nordic,Northern_Europe,Late
0.693,0.804,10,-5.345,1,0.0467,0.24,0.0064,0.0974,0.501,141.947,4,176160,2008,France,S<e9>bastien Tellier,Divine,2008 France,2000,0.693 0.804 10 -5.345 1 0.0467 0.24 0.0064 0.0974 0.501 141.947,Western Europe,Western_Europe_Australia,Late
0.57,0.799,5,-3.837,0,0.0366,0.502,0,0.217,0.683,154.034,4,183600,2008,Georgia,Diana Gurtskaya,Peace Will Come,2008 Georgia,2000,0.57 0.799 5 -3.837 0 0.0366 0.502 0 0.217 0.683 154.034,Ex-Soviet,Eastern_Europe,Late
0.758,0.633,8,-5.752,1,0.0384,0.0391,0.00044,0.108,0.401,122.889,4,182760,2008,Germany,No Angels,Disappear,2008 Germany,2000,0.758 0.633 8 -5.752 1 0.0384 0.0391 0.00044 0.108 0.401 122.889,Central Europe,Central_Europe,Late
0.781,0.803,1,-4.863,1,0.0429,0.267,1.20E-05,0.152,0.917,110.992,4,182973,2008,Greece,Kalomira,Secret Combination,2008 Greece,2000,0.781 0.803 1 -4.863 1 0.0429 0.267 1.2e-05 0.152 0.917 110.992,Hellenic/Anatolian,Southern,Late
0.569,0.638,7,-3.665,1,0.0286,0.133,0,0.199,0.185,134.021,4,176080,2008,Hungary,Cs<e9>zy,Candlelight,2008 Hungary,2000,0.569 0.638 7 -3.665 1 0.0286 0.133 0 0.199 0.185 134.021,Central Europe,Central_Europe,Late
0.499,0.962,10,-6.127,0,0.363,0.0211,0,0.385,0.292,137.858,4,179320,2008,Iceland,Euroband,This Is My Life,2008 Iceland,2000,0.499 0.962 10 -6.127 0 0.363 0.0211 0 0.385 0.292 137.858,Nordic,Northern_Europe,Late
